2023-10-17 15:37:37.257026
the data_batch number is :----256
[0.006663146894425154, 0.7953017354011536]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008271676488220692, 0.7436994314193726]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.009487079456448555, 0.7443557977676392]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0061045363545417786, 0.8398341536521912]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007719479966908693, 0.7525904774665833]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008615202270448208, 0.7539294958114624]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00733184115961194, 0.7546207904815674]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.002280203625559807, 0.9557323455810547]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00858643464744091, 0.7571425437927246]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.003040827577933669, 0.9543293118476868]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006509365048259497, 0.8111830949783325]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.004799520131200552, 0.8887627720832825]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007015727460384369, 0.7738626599311829]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.004401268437504768, 0.8985304832458496]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.004131140187382698, 0.9269846677780151]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0026580693665891886, 0.9371517300605774]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007145572919398546, 0.7523361444473267]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00580059876665473, 0.8440959453582764]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00581417977809906, 0.8428343534469604]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008393976837396622, 0.7428629994392395]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008527087047696114, 0.760528564453125]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005230644717812538, 0.8570923805236816]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.003982438240200281, 0.9275769591331482]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.009284880012273788, 0.7159597277641296]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007372128311544657, 0.7577232122421265]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008632947690784931, 0.7432916164398193]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0056084380485117435, 0.8559976816177368]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0059626405127346516, 0.8514502644538879]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0022216790821403265, 0.9498012065887451]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005791761446744204, 0.8396021127700806]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007871785201132298, 0.7424303889274597]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007026176434010267, 0.7611897587776184]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00474651949480176, 0.9101168513298035]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006082613952457905, 0.8342321515083313]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006122220773249865, 0.8500030636787415]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005615223199129105, 0.8537607789039612]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007967800833284855, 0.7636361718177795]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006245241034775972, 0.8326901793479919]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0068532251752913, 0.8352648019790649]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00821542926132679, 0.7623497843742371]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007968313060700893, 0.7454862594604492]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.003443946363404393, 0.9211471676826477]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0029372775461524725, 0.9330840706825256]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00830241572111845, 0.735557496547699]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008091911673545837, 0.7350110411643982]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006642179563641548, 0.8203223347663879]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007126521784812212, 0.7625871300697327]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0050899856723845005, 0.8458036780357361]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005664405412971973, 0.8406697511672974]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006089037284255028, 0.8424269556999207]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00600419333204627, 0.7939974069595337]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007679321803152561, 0.76897794008255]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.003485527355223894, 0.9077332615852356]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005605300888419151, 0.8547878265380859]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006509365048259497, 0.8111830949783325]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008832477033138275, 0.7442513704299927]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0070220124907791615, 0.8134843111038208]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008743640035390854, 0.7423412203788757]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005992442835122347, 0.8622041940689087]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007457575295120478, 0.7570786476135254]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.002560890279710293, 0.9527490735054016]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.009140481241047382, 0.7444749474525452]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007941029034554958, 0.7580187916755676]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.002912516240030527, 0.9273507595062256]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00769840320572257, 0.7473735213279724]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.004022730514407158, 0.8780327439308167]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007749344687908888, 0.7489288449287415]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007930446416139603, 0.7617904543876648]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008149686269462109, 0.7491874098777771]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0027757275383919477, 0.9412650465965271]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008930232375860214, 0.751876950263977]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0037426708731800318, 0.9339349865913391]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006332221906632185, 0.7702028155326843]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006273578852415085, 0.8269264101982117]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007513279560953379, 0.7407721281051636]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.009408308193087578, 0.7176264524459839]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005905229598283768, 0.918855607509613]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.004046320449560881, 0.896674394607544]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007045934908092022, 0.7515066266059875]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005674146581441164, 0.8465489745140076]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006798597518354654, 0.7902704477310181]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005748752038925886, 0.7734769582748413]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006096628960222006, 0.7721965312957764]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008402013219892979, 0.7458404898643494]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007551832124590874, 0.7356948256492615]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00784280989319086, 0.7581008076667786]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0055585321970283985, 0.8404138088226318]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0062591745518147945, 0.8363490104675293]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.003362541552633047, 0.9224531054496765]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006500090006738901, 0.7543073296546936]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00825437344610691, 0.7342212796211243]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005398213863372803, 0.8454272150993347]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007079038769006729, 0.7747395038604736]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005761369131505489, 0.8564255833625793]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007407006341964006, 0.7562412023544312]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008019152097404003, 0.7404864430427551]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006841431837528944, 0.789210319519043]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0030536490958184004, 0.9552135467529297]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006979489233344793, 0.7697040438652039]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005758744664490223, 0.8324920535087585]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006946040783077478, 0.7617886662483215]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.004799520131200552, 0.8887627720832825]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.009022909216582775, 0.7202873826026917]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0070665450766682625, 0.7829738259315491]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.009067054837942123, 0.7614200711250305]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0061687142588198185, 0.8320439457893372]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008295904844999313, 0.7770870923995972]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007537489756941795, 0.7693905234336853]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007208866532891989, 0.7352877259254456]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008071205578744411, 0.7744916677474976]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008906356990337372, 0.7398585677146912]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008776603266596794, 0.7491462230682373]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.002678784541785717, 0.9620842933654785]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005789820570498705, 0.8458849191665649]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00706159183755517, 0.7643199563026428]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005305708386003971, 0.8493281602859497]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006806980352848768, 0.764427661895752]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00736281368881464, 0.7637631893157959]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.003389732912182808, 0.9194374680519104]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007724320515990257, 0.7583439946174622]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007291371468454599, 0.744963526725769]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005256756208837032, 0.8579111695289612]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.004396433476358652, 0.8812316656112671]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008593318052589893, 0.7531566619873047]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005805156659334898, 0.8434311747550964]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.003541051410138607, 0.9179157614707947]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005336622707545757, 0.8522399663925171]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0035167529713362455, 0.9259671568870544]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00623911852017045, 0.8348739147186279]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0038666496984660625, 0.9444053769111633]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006994293536990881, 0.7773516774177551]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.003530215471982956, 0.9318376779556274]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.009561178274452686, 0.7393208742141724]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.008661250583827496, 0.7384498119354248]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005831760820001364, 0.8476468324661255]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007862146012485027, 0.7873722910881042]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006474396679550409, 0.7870998382568359]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005230902694165707, 0.8500707745552063]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007115908432751894, 0.833687424659729]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0038806183729320765, 0.9238535761833191]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.006174546666443348, 0.7701895236968994]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005057063419371843, 0.8571271896362305]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005463459528982639, 0.8562961220741272]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0037317804526537657, 0.9562280178070068]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007173322141170502, 0.7826298475265503]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.004079683683812618, 0.9202656745910645]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005808485206216574, 0.8388499617576599]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.0034737493842840195, 0.9209901094436646]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008678938262164593, 0.7367916703224182]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007927066646516323, 0.7656619548797607]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007451863028109074, 0.7647018432617188]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.003177173901349306, 0.934456467628479]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.008277256041765213, 0.7358160614967346]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006893929094076157, 0.7655380964279175]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0051919338293373585, 0.8534735441207886]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006785785313695669, 0.7679539322853088]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005798379424959421, 0.8445746302604675]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00613665534183383, 0.8159521818161011]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.006374956574290991, 0.8463941216468811]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.002933387877419591, 0.9507070183753967]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00692910049110651, 0.8341125845909119]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005710424389690161, 0.8343045115470886]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007469871547073126, 0.7423501014709473]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005751871503889561, 0.8447562456130981]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.00440671481192112, 0.9198549389839172]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005855572875589132, 0.8406165838241577]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.009676703251898289, 0.7184593677520752]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.007863737642765045, 0.7634616494178772]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0023873616009950638, 0.9548221230506897]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.007411048747599125, 0.7580257058143616]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.0074445209465920925, 0.7585858106613159]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.00738632632419467, 0.75791335105896]--tensor(True, device='cuda:0')=============[1.0, 0.0]---tensor(False, device='cuda:0')
[0.005140995606780052, 0.8420165777206421]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
[0.005339526571333408, 0.8549869060516357]--tensor(True, device='cuda:0')=============[0.0, 1.0]---tensor(True, device='cuda:0')
